id,listing_url,name,description,picture_url,host_id,host_response_time,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2828877,https://www.airbnb.com/rooms/2828877,Cosy apartment and central -Tourism,"PATH apartments were designed to make your stay in “invicta” city, just perfect! After some years travelling, we decided to share with you our wonderful city. PATH apartments are located in the Heart of the city. The building was completely renovated<br /><br /><b>The space</b><br />The building was completely thought, rebuilt and designed specifically for you to find comfort, functionality and modern design where you can stay and rest in Porto with your family and/or friends.<br />It can handle up to five adults at the same time.<br />The apartment has a living room with kitchenette fully equipped; a bedroom, with 2 single beds or one double bed; one single sofa bed and one more double sofa bed; one bathroom.<br /><br /><b>Guest access</b><br />TV, Wi-fi, dish washer, coffee machine, microwaves, air conditioner, laundry room (on request), fire blankets, first aid kit<br /><br /><b>Other things to note</b><br />Please let us know if you're traveling with kids and how old are they, so t",https://a0.muscache.com/pictures/37174846/6732f329_original.jpg,3277008,N/A,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15729,-8.60645,Entire home/apt,5,1,4,"[""Wifi"", ""Hair dryer"", ""Essentials"", ""Hangers"", ""Children\u2019s dinnerware"", ""High chair"", ""Keypad"", ""Carbon monoxide alarm"", ""TV"", ""Dishes and silverware"", ""Kitchen"", ""Crib"", ""Iron"", ""Air conditioning"", ""Children\u2019s books and toys"", ""First aid kit"", ""Heating"", ""Shampoo"", ""Hot water"", ""Cooking basics"", ""Pack \u2019n play/Travel crib"", ""Paid parking off premises"", ""Fire extinguisher"", ""Smoke alarm"", ""Long term stays allowed""]",$71.00,121,4.72,4.85,4.88,4.88,4.88,4.34,4.63,1.22
2837052,https://www.airbnb.com/rooms/2837052,PATH STUDIO,"PATH apartments were designed to make your stay in “invicta” city, just perfect! After some years travelling, we decided to share with you our wonderful city. PATH apartments are located in the Heart of the city. The building was completely renovated<br /><br /><b>The space</b><br />Cosy, Studio for a couple or couple with a child. Has a small Kitchenette and a bright bathroom.<br /><br /><b>Guest access</b><br />TV, Wi-fi, coffee machine, microwaves, air conditioner, , fire blankets, first aid <br />Late check in has cost of 25€ after 22H00.<br /><br /><b>Other things to note</b><br />Please let us know if you're traveling with kids and how old are they, so that we can arrange a cradle (if needed) and some toys and games for them to play during your stay in PATH apartments.<br /><br /><b>License number</b><br />12283/AL",https://a0.muscache.com/pictures/37172432/4368879d_original.jpg,3277008,N/A,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1577,-8.60685,Entire home/apt,2,1,1,"[""Wifi"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Paid parking on premises"", ""Hangers"", ""High chair"", ""Keypad"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""Crib"", ""Iron"", ""Air conditioning"", ""Children\u2019s books and toys"", ""Microwave"", ""Heating"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Cooking basics"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Paid parking off premises"", ""Dryer"", ""Fire extinguisher"", ""Stove"", ""Smoke alarm"", ""Long term stays allowed""]",$66.00,81,4.74,4.87,4.87,4.86,4.9,4.44,4.69,0.82
2840980,https://www.airbnb.com/rooms/2840980,Villa with private pool and garden,"House with 220m2 set in a beautiful property with private lawned garden and a small private pool  (4m x 2m with 0.8m depth).<br />2 double bedrooms, 1 individual bedroom, 2 double sofa beds and 2 baby cots.<br />Football table and tennis Wall among others<br /><br /><b>The space</b><br />A quiet view of the ocean over the country perched on a mountain.<br />The perfect place to relax and spend quality time with family and/or friends.<br /><br /><b>Guest access</b><br />House with 220m2 set in a beautiful property with private garden and a small private pool. It has 2 double bedrooms, one individual bedroom, 2 double sofa beds and 2 baby cots allowing the stay of 9 people and 2 babies. You can enjoy the living room/dining room for 10 people, fully equipped kitchen and a large terrace where you can have meals. <br /> Outside you will find a lawned garden and the swimming pool (4m x 2m) with 0.8m depth. It also has a football table, a tennis wall and free internet inside the house.",https://a0.muscache.com/pictures/36822962/e70ffdcc_original.jpg,14536062,within an hour,"Povoa de Varzim - terroso, Porto District, Portugal","AVer-o-Mar, Amorim e Terroso",PÓVOA DE VARZIM,41.40931,-8.72492,Entire home/apt,8,3,3,"[""Board games"", ""Wifi"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Room-darkening shades"", ""Hangers"", ""Nespresso machine"", ""Outdoor dining area"", ""High chair"", ""Toaster"", ""Free parking on premises"", ""BBQ grill"", ""Dishes and silverware"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Crib"", ""Outdoor shower"", ""Dining table"", ""Iron"", ""Freezer"", ""Bathtub"", ""Children\u2019s books and toys"", ""Private fenced garden or backyard"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Beach essentials"", ""Coffee maker"", ""Hot water"", ""Washer"", ""Outdoor furniture"", ""Host greets you"", ""Private patio or balcony"", ""Wine glasses"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Hot water kettle"", ""Private pool"", ""Stove"", ""Bidet"", ""Long term stays allowed""]",$136.00,20,4.84,4.79,4.58,4.89,5.0,4.67,4.61,0.24
2844941,https://www.airbnb.com/rooms/2844941,Close to the beach next to Porto!,"Cozy and comfortable space.<br />Central location and easy access to all major transportation routes. <br />Very close to the beach, the port wine cellars and the center of Gaia and Porto. <br />Make sure to visit the Douro Marina and Quinta Fojo Golf Club.<br /><br /><b>The space</b><br />Cozy, neat, charming with everything needed inside and outside the door.<br /><br /><b>Guest access</b><br />Access to the parking space with direct entrance to the apartment.<br /><br /><b>License number</b><br />45670",https://a0.muscache.com/pictures/36854001/bfed59c5_original.jpg,9727633,within a few hours,"Vila Nova de Gaia, Porto District, Portugal",Canidelo,VILA NOVA DE GAIA,41.13071,-8.6453,Entire home/apt,5,2,3,"[""Wifi"", ""Free parking on premises"", ""Dryer"", ""First aid kit"", ""Elevator"", ""Heating"", ""Essentials"", ""TV"", ""Shampoo"", ""Coffee maker"", ""Washer"", ""Kitchen"", ""Long term stays allowed""]",$95.00,17,4.38,4.31,4.69,5.0,4.69,4.25,4.56,0.18
2850921,https://www.airbnb.com/rooms/2850921,Apartamento  a 50 metros da praia,"50 metros da praia.Miramar.Muito tranquilo,Grande terraço,Próximo do Centro Histórico da cidade do Porto(Patrimonio Mundial)(8 km.)e das famosas caves do Vinho do Porto.Todo conforto possível.Idealmente situado.A 700m da estação de comboios.<br /><br /><b>License number</b><br />111279/AL",https://a0.muscache.com/pictures/ec4124e9-bf65-428c-81b5-990dc58fe6ce.jpg,14578573,within an hour,"Vila Nova de Gaia, Porto District, Portugal",Gulpilhares e Valadares,VILA NOVA DE GAIA,41.07563,-8.65561,Entire home/apt,4,2,3,"[""Wifi"", ""Extra pillows and blankets"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Hangers"", ""Shared pool"", ""Free parking on premises"", ""Dishes and silverware"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Crib"", ""Iron"", ""Backyard"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Beach essentials"", ""Shampoo"", ""Coffee maker"", ""Washer"", ""Hot water"", ""Host greets you"", ""Private patio or balcony"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Fire extinguisher"", ""Stove"", ""Elevator"", ""Cooking basics"", ""Long term stays allowed""]",$100.00,15,4.93,5.0,4.86,5.0,5.0,4.86,4.85,0.17
2851241,https://www.airbnb.com/rooms/2851241,Porto Vista House,"This house is located on the waterfront of Gaia. The view is breathtaking; sunlight in every rooms brightens the whole house.<br /><br /><b>The space</b><br />This house is tastefully decorated, very comfortable and ready to welcome you.<br /><br />The apartment contains 1 suite, 1 bedroom with a double bed, 1 mezzanine bedroom with two single beds and below the mezzanine a comfortable sofa bed, fully equipped kitchen, dining room for 8 people, a spacious living room with a wonderful terrace overlooking the port, garden and garage. It will host very comfortably 8 people.<br /><br />Nº 52331/AL.<br /><br /><b>Other things to note</b><br />A confirmation voucher will be sent to your e-mail with all the important details about your reservation and Feels Like Home additional services.<br />Guests must pick-up the keys at the Welcome Centre located in Porto. Arrivals from 23:00 (11pm) to 06:00 (06am), a late check-in fee of EUR 30 shall be applied (paid in cash at check-in). <br />All guest",https://a0.muscache.com/pictures/36919381/2852be12_original.jpg,3953109,within an hour,"Vila Nova de Gaia, Porto District, Portugal",Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.13725,-8.61014,Entire home/apt,8,3,5,"[""Wifi"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Hangers"", ""Free parking on premises"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""Patio or balcony"", ""Iron"", ""Microwave"", ""Heating"", ""Coffee maker"", ""Washer"", ""Hot water"", ""TV with standard cable"", ""Oven"", ""Fire extinguisher"", ""Stove"", ""Cooking basics"", ""Long term stays allowed""]",$400.00,115,4.78,4.85,4.75,4.59,4.69,4.93,4.67,1.17
2885844,https://www.airbnb.com/rooms/2885844,Douro Marina Studios,"Newly renovated house, situated in an old typical fishing village, with a recent touch of modernity brought by a new Marina (200m), cafes, spa & gym, & restaurants. Right in front of Porto's historical center (10m car or boat trip), exquisite views.<br /><br /><b>The space</b><br />The house has been completely renovated, modern architecture beautifully combined with some details left from the old house. Completely furnished, very comfortable in summer or winter (we have installed central heating and a lovely wood burner) and uniquely located.<br />Afurada is a typical ancient village in Vila Nova de Gaia, just across the river from Porto, and offering the best view of the city you can get. Porto is very near, but there is not a lot of public transports so it is useful to have a car.  If you are arriving by air, you can get usually a quick an inexpensive rent at the airport, but in high season it is best to book in advance. Taxis are a great option, there are a lot and they are not ver",https://a0.muscache.com/pictures/defd08ed-5af5-4025-89ed-5b59d4f43989.jpg,14747315,within an hour,"Vila Nova de Gaia, Porto District, Portugal",Santa Marinha e São Pedro da Afurada,VILA NOVA DE GAIA,41.14225,-8.64683,Entire home/apt,6,2,2,"[""Wifi"", ""Extra pillows and blankets"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Hangers"", ""Dishes and silverware"", ""Beachfront"", ""Refrigerator"", ""Kitchen"", ""Free street parking"", ""Air conditioning"", ""Indoor fireplace"", ""Microwave"", ""Heating"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Private patio or balcony"", ""TV with standard cable"", ""Stove"", ""Smart lock"", ""Cooking basics"", ""Long term stays allowed""]",$76.00,57,4.84,4.89,4.8,4.93,4.96,4.67,4.82,0.58
2888308,https://www.airbnb.com/rooms/2888308,"Stone House1, Central with Terrace","It is a reconstructed house, with comfort and charm of old houses. Accommodate 2-4 people and has 72 square meters plus 10 square meters of terrace. It is located in the center of Porto, with direct metro connection to the airport.<br /><br /><b>The space</b><br />It is a  reconstructed house, with comfort and charm of old houses. Accommodate 2-4 people and has 75 square meters plus 10 square meters of terrace. It is located in the center of Porto, with direct metro connection to the airport.<br /><br /><b>Guest access</b><br />The apartment is on the ground floor and includes a patio with direct access to the kitchen. The apartment consists of a bedroom, a living room with a double sofa, a complete bathroom, a dining room, a kitchen and a pantry.<br /><br />The kitchen is fully equipped with oven, hob, fridge, freezer, dishwasher, and all the small equipment needed to prepare a pleasant breakfast, as well as your meals. In the apartment you can also find a washing machine and air cond",https://a0.muscache.com/pictures/37318829/f0303292_original.jpg,7720702,within a few hours,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15605,-8.60929,Entire home/apt,4,1,2,"[""Wifi"", ""Extra pillows and blankets"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Room-darkening shades"", ""Paid parking on premises"", ""Hangers"", ""Private entrance"", ""Outdoor dining area"", ""High chair"", ""Drying rack for clothing"", ""Toaster"", ""Dishes and silverware"", ""Body soap"", ""Refrigerator"", ""Kitchen"", ""Crib"", ""Dining table"", ""Cleaning before checkout"", ""Iron"", ""Freezer"", ""Air conditioning"", ""Bathtub"", ""Shower gel"", ""Luggage dropoff allowed"", ""Microwave"", ""First aid kit"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Washer"", ""Outdoor furniture"", ""Host greets you"", ""Private patio or balcony"", ""Cooking basics"", ""Wine glasses"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Paid parking off premises"", ""Long term stays allowed"", ""Single level home"", ""Dryer"", ""Oven"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Smoke alarm"", ""Stove"", ""Bidet"", ""Cleaning products""]",$70.00,38,4.74,4.84,4.92,4.92,4.95,4.65,4.59,0.40
2905644,https://www.airbnb.com/rooms/2905644,PORTO - European BEST Destination,"Apartment in the center of Porto in building of the 50`s. 1 bedroom with two beds  with private bathroom and fully equipped kitchen with balcony. Laundry room with washer and dryer machine. Metro station and bus (24:00 / day) 5 minutes walk. Welcome snack with typical Portuguese products.<br /><br /><b>The space</b><br />The apartment has a perfect location! In the center, between downtown Porto, the beaches and the Estádio do Dragão. The accommodation is sunny with large room and large bathroom.  If necessary, we provide bedding for babies. For stays longer than 1 week, the house is cleaned once a week and the clothes of the beds are changed. Due to the balconies and the garden, it is possible to accommodate pets. The apartment offers free parking.<br /><br /><b>Other things to note</b><br />In this year, when, due to a pandemic, our lives were turned upside down, and if, if we are asked to adopt new routines, we, and, for your safety, in addition to the excellent cleaning that we alw",https://a0.muscache.com/pictures/37511862/406ec03c_original.jpg,6369029,within an hour,"Porto, Porto District, Portugal",Paranhos,PORTO,41.1712,-8.59501,Private room,2,1,2,"[""Wifi"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Hangers"", ""Free parking on premises"", ""Dishes and silverware"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Patio or balcony"", ""Lock on bedroom door"", ""Iron"", ""Backyard"", ""Microwave"", ""First aid kit"", ""Heating"", ""Coffee maker"", ""Hot water"", ""TV with standard cable"", ""Fire extinguisher"", ""Stove"", ""Cooking basics"", ""Long term stays allowed""]",$11.00,36,4.67,4.43,4.61,4.92,4.89,4.56,4.78,0.36
2907220,https://www.airbnb.com/rooms/2907220,View over the mouth of the Douro,"A charming house with view both on the Douro river and the sea.<br /><br /><b>The space</b><br />The house offers an exceptional view over the Douro river and the sea. <br />It is a two floor dwelling house with 120m2 and a  garden (80m2). <br />On the ground floor, there is a living room, a toilet, a dining area and a fully equipped kitchen, with garden access. <br />Upstairs, there are two bedrooms: 1 bedroom, facing west, with a double bed and a small terrace offering panoramic view over the mouth of the Douro; The other room, facing east, has two single beds and a small balcony. A complete bathroom serves both rooms. <br />The house is located in a quiet street where you can easily leave your car.<br />and public transport in a close neighborhood (metro, bus, taxi).<br /><br /><b>Guest access</b><br />- Private garden with garden furniture and barbecue<br />- Double bedroom (matrimonial bed) with small terrace facing Douro river and sea.<br />- Twin bedroom (two single beds)<br />-",https://a0.muscache.com/pictures/37521598/37bdeeb8_original.jpg,14853677,within a few hours,"Porto, Porto District, Portugal",Lordelo do Ouro e Massarelos,PORTO,41.14965,-8.64298,Entire home/apt,4,2,3,"[""Wifi"", ""Cooking basics"", ""Washer"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""First aid kit"", ""Microwave"", ""Fire extinguisher"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Kitchen"", ""Private patio or balcony""]",$75.00,30,4.87,4.97,5.0,4.93,4.97,4.31,4.9,0.36
2918705,https://www.airbnb.com/rooms/2918705,Room in center  near the beach,"A very spacious and confortable room with with plenty of light and a private bathroom. <br />Located in the historical center, in a quiet area, close to the beach (12 minutes) and metro (15 minutes)<br /><br /><b>The space</b><br />The house was recently renovated.<br />Guests can use the garage to store bikes, surfboards etc.<br /><br /><b>Guest access</b><br />The guests can use the kitchen (fridge, microwave, stove ...).<br />Next to the kitchen there is a small outdoor garden space with a table",https://a0.muscache.com/pictures/miso/Hosting-2918705/original/8a88d11b-64f5-46d9-96fa-f7f7ce4f1a13.jpeg,14905055,within an hour,,Vila do Conde,VILA DO CONDE,41.35096,-8.74409,Private room,2,1,1,"[""Wifi"", ""Baby bath"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Room-darkening shades"", ""Hangers"", ""Changing table"", ""BBQ grill"", ""Dishes and silverware"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Patio or balcony"", ""Baby safety gates"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Microwave"", ""First aid kit"", ""Luggage dropoff allowed"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Oven"", ""Fire extinguisher"", ""Stove"", ""Cooking basics"", ""Long term stays allowed""]",$34.00,26,4.88,4.92,4.81,4.96,5.0,4.96,4.92,0.27
2921506,https://www.airbnb.com/rooms/2921506,Tiles House-Lima5,"Sunny apartment, 4 people max. Bedroom with double bed. Living room with 1 double sofa bed. Bathroom. Fully equiped kitchen, balcony. Great flat if you look for a real local experience in a friendly neighbourhood. Walking distance to the city center (20 min to Aliados Av.) and yet in a calm area of town. 5 min walk to Marquês Metro Station. No traffic noise at night. Easy to park for free on the street.<br /><br /><b>The space</b><br />Lots of natural light, all day long. No traffic noise at all, once the windows face the back of the building.<br />This is a real local home, inside a 70's building. It's simple ant yet very cozy and comfortable, equipped with all the necessary for a pleasant stay.<br /><br /><b>Guest access</b><br />The guests have access to the whole space. There's a sunny closed balcony, with a small table for two. Free WiFi. Comfortable and fully functional appartment.<br /><br /><b>Other things to note</b><br />COVID-19: the apartment will be left empty for at least",https://a0.muscache.com/pictures/1641351b-4ce2-4137-9c46-f0c0ff85e409.jpg,14898722,within an hour,"Porto, Portugal",Bonfim,PORTO,41.15494,-8.60207,Entire home/apt,4,1,2,"[""Wifi"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Paid parking on premises"", ""Hangers"", ""Stove"", ""Conditioner"", ""Drying rack for clothing"", ""Toaster"", ""TV with Chromecast, standard cable"", ""Free parking on premises"", ""Paid parking garage off premises"", ""Dishes and silverware"", ""Body soap"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Dining table"", ""Iron"", ""Freezer"", ""Air conditioning"", ""Bathtub"", ""Shower gel"", ""Microwave"", ""First aid kit"", ""Heating"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Host greets you"", ""Private patio or balcony"", ""Wine glasses"", ""Laundromat nearby"", ""Long term stays allowed"", ""Single level home"", ""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Portable fans"", ""Cooking basics"", ""Cleaning products""]",$45.00,222,4.27,4.55,4.29,4.67,4.8,4.18,4.35,2.25
2921985,https://www.airbnb.com/rooms/2921985,PortoSense  Ribeira  T1 Apart Duplex   2/6 pax,"Na Pç da Ribeira, Apartamento duplex, 100m2,  com varanda a sul e belíssimas vistas directas para o Rio Douro. Oferecemos privacidade, espaço, conforto e a vantagem de se sentir como em sua casa. Dispõe de 1 quarto casal e mais 2 sofás cama.<br /><br /><b>The space</b><br />1 apartamento duplex de  100m2, C/ 1 quarto com cama de casal (180x200), uma sala com Daybed (120x200) e outro sofá-cama casal (120x200) perto do quarto. Cozinha bem equipada. Um qt.banho c/ banheira e 1 wc.<br /><br /><b>Guest access</b><br />Wi-Fi  e preço especial para Park",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-2921985-unapproved/original/97e5f53e-1f6f-46e2-8363-fb1a41fc98ce.JPEG,14921668,within an hour,"Porto, Porto District, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.13954,-8.61219,Entire home/apt,6,1,3,"[""Wifi"", ""Waterfront"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Lockbox"", ""Hangers"", ""High chair"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""Crib"", ""Iron"", ""Shower gel"", ""Microwave"", ""First aid kit"", ""Heating"", ""Shampoo"", ""Washer"", ""Hot water"", ""Private patio or balcony"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Paid parking off premises"", ""Dryer"", ""Fire extinguisher"", ""Elevator"", ""Cooking basics"", ""Long term stays allowed""]",$143.00,23,4.96,5.0,5.0,5.0,4.96,4.96,4.91,0.24
2923070,https://www.airbnb.com/rooms/2923070,Adorable Apartment In Great Area by PortoCityHosts,"This is a one bedroom apartment, recently renovated, spacious and very comfortable in the heart of Porto.<br />It accommodates 2 people with all comforts and comfort combining the quietness and proximity to the main attractions of the city. The building is located on the historical center of Porto, it's very cosy with a small balcony and full of sun in the afternoon.<br /><br /><b>The space</b><br />This is a one bedroom apartment host up to 2 people. <br />Apartment completely renovated, spacious and very comfortable.<br />The kitchenette is well equipped with fridge, freezer, hob, toaster, coffee maker, microwave and various kitchen accessories (pots, pans, can opener, bottle opener, dishes, cutlery, individual, etc.).<br />Internet with wireless.<br />Here sleeps two people with every comfort in bedroom with double bed.<br />It has also 1 sofa and one bathroon with shower.<br />Very nice space with taste, functionality and various places of housekeeping.<br /><br /><b>Guest access</",https://a0.muscache.com/pictures/a82ed7fc-3fda-47c6-999d-8268179faa47.jpg,101838501,within an hour,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14233,-8.61517,Entire home/apt,2,1,1,"[""Wifi"", ""Mini fridge"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Paid street parking off premises"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Room-darkening shades"", ""Lockbox"", ""Hangers"", ""High chair"", ""Toaster"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Body soap"", ""Clothing storage: walk-in closet and dresser"", ""Refrigerator"", ""Kitchen"", ""Dining table"", ""Iron"", ""Freezer"", ""Shower gel"", ""Luggage dropoff allowed"", ""Microwave"", ""First aid kit"", ""Heating"", ""Shampoo"", ""Hot water"", ""Private patio or balcony"", ""Cooking basics"", ""Wine glasses"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Long term stays allowed"", ""Ethernet connection"", ""Hot water kettle"", ""Fire extinguisher"", ""Portable fans"", ""Smoke alarm"", ""Cleaning products""]",$108.00,285,4.52,4.72,4.67,4.88,4.85,4.9,4.61,3.19
2932569,https://www.airbnb.com/rooms/2932569,ALEGRIA 319 | 3D @ Porto Downtown,"It is located in Porto downtown. The apartment has a wonderful sightseeing. It is ideal to relax and it is very close to the busy center. It is equipped with air conditioning and wifi.<br /><br /><b>The space</b><br />The ALEGRIA 319 apartments are equipped with all facilities for welcoming our guests, including those with reduced mobility (wheelchairs).<br /><br />The kitchen is equipped with all utensils and dishes: washing machine, coffee maker, kettle, natural juices machine, toaster, microwave, stove (plate) and oven, iron and ironing board.<br />In the dining area, guests can enjoy the magnificent view over Porto. We offer breakfast and it is included in the price.<br /><br />The living room and the bedroom have two TV's and air conditioning.<br />In the room the bed can have two single mattresses or 1 double mattress to accommodate 2 people. <br />In the bedroom there is a double bed and we can add an extra single bed (upon request), accommodating up to 3 people. For children we",https://a0.muscache.com/pictures/8936cd87-6ba1-4fb8-af3e-0adbd209da3d.jpg,14358016,N/A,"Porto, Portugal",Bonfim,PORTO,41.15123,-8.6042,Entire home/apt,5,1,2,"[""Wifi"", ""Baby bath"", ""Extra pillows and blankets"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Paid parking on premises"", ""Hangers"", ""High chair"", ""Dishes and silverware"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Crib"", ""Iron"", ""Air conditioning"", ""Shower gel"", ""Luggage dropoff allowed"", ""Microwave"", ""First aid kit"", ""Coffee maker"", ""Washer"", ""Hot water"", ""Host greets you"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Fire extinguisher"", ""Stove"", ""Elevator"", ""Cooking basics"", ""Long term stays allowed""]",$65.00,95,4.89,4.88,4.93,4.93,4.93,4.87,4.87,1.14
2951239,https://www.airbnb.com/rooms/2951239,"T3 pool, gynasium, sauna","1 km from beach, 200 meters from bus 601 takes 25 minuts to Porto downtown. Supermarket 150 meters, taxi from airport 15 euros. Check in about 16 h check out about 12 h but we can see it case by case if possible.<br /><br /><b>The space</b><br />Relax zone with tennis, pool sauna, jacuzy and Turkey.<br /><br /><b>Guest access</b><br />Entire house and facilities<br /><br /><b>Other things to note</b><br />Very good restaurants and better prices...grilled fish is the most comum but there are lost of óptions",https://a0.muscache.com/pictures/38133472/afa58161_original.jpg,14955786,within an hour,"Leça da Palmeira, Porto District, Portugal",Matosinhos e Leça da Palmeira,MATOSINHOS,41.19447,-8.69139,Entire home/apt,4,2,3,"[""Hangers"", ""Wifi"", ""Iron"", ""TV with standard cable"", ""Shared pool"", ""Shared hot tub"", ""Free parking on premises"", ""Dryer"", ""Gym"", ""Hair dryer"", ""Essentials"", ""Cable TV"", ""Heating"", ""Shampoo"", ""Free street parking"", ""Elevator"", ""Washer"", ""Kitchen"", ""Long term stays allowed""]",$95.00,61,4.89,4.85,4.87,4.95,4.97,4.62,4.75,0.63
2961935,https://www.airbnb.com/rooms/2961935,Feel Porto Downtown City Roofs,"IMPORTANT: In response to COVID-19, this property has extended cleaning & disinfection measures & protocols to guarantee the safety of our guests.<br />T3 apartment ideal for families or groups. Capacity for up to 8 people.<br /><br /><b>The space</b><br />IMPORTANT: In response to COVID-19, this property has extended cleaning & disinfection measures & protocols to guarantee the safety of our guests.<br />T3 apartment ideal for families or groups. Capacity for up to 8 people. Secure reservation!<br /><br /><br /><br />Feel Porto Downtown City Roofs is an apartment of approximately 180 m², located in the center of Porto.<br /><br /><br /><br />It consists of 3 fully equipped rooms with two double beds, three single beds and two double sofa beds.<br /><br />The three bathrooms have shower and hairdryer. If you are traveling with children or babies, it is possible to request one or more cribs for the comfort of the younger ones.<br /><br />You will find a spacious kitchen and living room.",https://a0.muscache.com/pictures/prohost-api/Hosting-2961935/original/f21df2b1-e36e-4a03-91cf-239b3d2a7eee.jpeg,2228036,within an hour,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15028,-8.60696,Entire home/apt,8,3,7,"[""Wifi"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Free washer \u2013 In unit"", ""High chair"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""55\"" HDTV with standard cable"", ""Crib"", ""Patio or balcony"", ""Iron"", ""Microwave"", ""Coffee maker"", ""Central air conditioning"", ""Central heating"", ""Oven"", ""Smoke alarm"", ""Stove"", ""Elevator"", ""Cooking basics"", ""Long term stays allowed""]",$539.00,64,4.73,4.87,4.77,4.82,4.8,4.88,4.65,0.68
